Program,Sex_code,Entrance_Exam_Score,HS_GPA,risk_label,Entrance_Exam_Tier,HS_Performance_Tier,Strand_Program_Match,First_Gen_Student,Has_Scholarship,Financial_Stress,Gap_Years,Private_HS,Has_HS_Honors,Age_At_Enrollment,Age_Group,Distance_KM,Distance_Bucket,Program_Risk_Index,Municipality_Risk_Index
BIT-Electronics,M,106,84.7,0,0,1,0,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,124,80.1,0,0,1,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,112,81.6,0,0,1,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,121,86.2,0,0,1,0,1,1,5,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,133,86.5,0,0,1,0,1,1,5,0,0,1,20,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,110,84.8,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,97,85.73,0,0,1,0,0,1,4,0,1,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,80,67.6,1,0,2,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,120,82.2,0,0,1,1,0,0,5,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,105,91.4,0,0,0,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,109,86.7,0,0,1,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,106,79.2,0,0,2,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,129,93.6,0,0,0,1,1,0,6,0,1,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,125,85.73,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,123,92.5,0,0,0,-1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,75,70.5,0,1,2,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,88,83.8,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,114,97.2,0,0,0,1,0,0,5,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,122,85,0,0,1,1,1,1,5,0,0,0,20,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,128,90.2,0,0,0,1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,124,93.5,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,98,76.8,1,0,2,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,135,86.3,0,0,1,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,135,96,0,0,0,0,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,55,72.1,0,2,2,1,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,116,85.7,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,75,75.7,0,1,2,1,1,0,6,0,1,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,116,92.2,0,0,0,0,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,92,82.6,0,0,1,1,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,134,95.6,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,128,84.9,0,0,1,1,0,0,5,0,1,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,117,96.1,0,0,0,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,112,92.4,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,73,70.1,1,1,2,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,130,81.6,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,125,81.7,0,0,1,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,115,85.4,0,0,1,1,1,1,5,0,1,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,116,78.4,0,0,2,1,0,0,5,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,75,76.5,0,1,2,1,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,123,85.73,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,121,83.1,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,110,89.8,0,0,1,1,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,134,93.1,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,113,83.1,0,0,1,-1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,108,96.9,0,0,0,1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,131,94.1,0,0,0,1,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,117,84.8,0,0,1,1,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,123,94,0,0,0,1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,116,79.1,0,0,2,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,127,88.7,0,0,1,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,120,83.7,0,0,1,-1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,149,83.1,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,128,84,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,136,86.7,0,0,1,1,0,1,4,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,133,84.9,0,0,1,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,138,87.2,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,109,88.3,0,0,1,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,114,91.3,0,0,0,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,125,81,0,0,1,0,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,111,83.6,0,0,1,1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,111,90.6,0,0,0,0,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,117,92.4,0,0,0,1,0,0,5,0,1,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,112,87.1,0,0,1,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,122,88.8,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,106,82.4,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,104,83.5,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,108,83.5,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,128,87.1,0,0,1,0,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,90,80.5,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,106,82.8,0,0,1,0,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,56,76.4,0,2,2,0,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,113,83.1,0,0,1,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,122,83.7,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,104,94.2,0,0,0,1,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,150,89.1,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,117,87.3,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,90,79.8,0,0,2,1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,99,91.6,0,0,0,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,103,81,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,119,84.9,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,136,85.8,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,100,88.1,0,0,1,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,122,92.5,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,126,84.5,0,0,1,1,1,1,5,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,129,87.2,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,61,73.7,0,2,2,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,113,80,0,0,1,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,117,89.4,0,0,1,0,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,102,90.4,0,0,0,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,91,79.3,0,0,2,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,63,81.2,1,2,1,-1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,127,92,0,0,0,-1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,112,86.1,0,0,1,-1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,97,90.4,0,0,0,2,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,86.5,0,0,1,1,1,0,6,0,0,0,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,119,83.4,0,0,1,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,126,88.9,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,134,83.9,0,0,1,2,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,145,76.7,0,0,2,-1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,120,86,0,0,1,-1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,103,85.8,0,0,1,2,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,84,72.8,0,0,2,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,93,92.2,0,0,0,2,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,123,89.7,0,0,1,2,0,1,4,0,1,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,131,78.2,0,0,2,2,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,96,80.3,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,109,83.8,0,0,1,-1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,109,96.6,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,92,83.3,0,0,1,1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,114,92.9,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,121,83.6,0,0,1,-1,0,1,4,0,0,0,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,103,92.3,0,0,0,2,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,125,92.8,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,119,93.9,0,0,0,-1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,83,73.8,0,0,2,2,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,107,85.9,0,0,1,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,107,94,0,0,0,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,75,81.6,0,1,1,2,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,112,95.8,0,0,0,-1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,74,80.4,0,1,1,2,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,82,75.9,1,0,2,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,122,89.3,0,0,1,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,106,88.8,0,0,1,-1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,100,86.3,0,0,1,-1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,120,90.5,0,0,0,2,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,99,89,0,0,1,2,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,127,95.6,0,0,0,2,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,126,94.5,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,110,87.4,0,0,1,1,1,0,6,0,1,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,110,85.73,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,134,94.4,0,0,0,2,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,109,92.8,0,0,0,-1,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,119,86.4,0,0,1,2,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,136,92.9,0,0,0,1,0,0,5,0,0,1,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,121,93.3,0,0,0,1,0,0,5,0,1,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,107,80,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,116,86.2,0,0,1,2,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,123,86.8,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,123,79.8,0,0,2,-1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,115,85.73,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,101,90,0,0,0,2,0,1,4,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111,85.5,0,0,1,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111.56,79.3,0,0,2,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,109,91.8,0,0,0,1,1,0,6,0,1,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,108,79.8,0,0,2,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,132,92.8,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111.56,87.6,0,0,1,2,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,84,79.9,1,0,2,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,88,77.7,1,0,2,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,84,0,0,1,2,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,100,94.8,0,0,0,2,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,123,79.7,0,0,2,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,101,92.5,0,0,0,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,101,80.9,0,0,1,2,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,125,82.6,0,0,1,2,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,103,95.2,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,116,94.8,0,0,0,1,1,1,5,0,1,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,98,92,0,0,0,1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,122,78.7,0,0,2,2,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,145,95.8,0,0,0,2,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,100,88.9,0,0,1,2,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,116,85,0,0,1,2,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,121,89.1,0,0,1,2,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,98,87,0,0,1,2,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,117,94.4,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,132,79.8,0,0,2,-1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,117,89.2,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,90,75,1,0,2,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,122,92.9,0,0,0,2,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,103,96.4,0,0,0,2,0,1,4,0,0,1,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,97,83.1,0,0,1,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,111,87.3,0,0,1,1,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,119,87.1,0,0,1,2,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,124,79.5,0,0,2,2,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,118,92,0,0,0,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,136,94.3,0,0,0,2,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111.56,94.3,0,0,0,2,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,107,92.2,0,0,0,2,1,0,6,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,96,92.7,0,0,0,2,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,94,80.1,0,0,1,1,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,132,94,0,0,0,2,1,0,6,0,1,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111.56,91,0,0,0,-1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,112,91.1,0,0,0,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,134,85.5,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,123,89.9,0,0,1,2,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,95,78.3,0,0,2,-1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111,91.9,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,124,88.9,0,0,1,2,1,1,5,0,1,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,90,85.8,0,0,1,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,135,90.5,0,0,0,1,0,1,4,0,0,1,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111.56,95.1,0,0,0,2,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,122,95.1,0,0,0,2,0,1,4,0,1,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,108,91.2,0,0,0,1,1,0,6,0,1,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,114,83,0,0,1,2,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,108,89.9,0,0,1,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,111,91.6,0,0,0,2,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,69,71.4,1,1,2,2,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,123,84.5,0,0,1,2,0,1,4,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,134,85.73,0,0,1,2,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,123,90,0,0,0,2,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,77,78.3,0,1,2,2,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,120,94.1,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,134,83.5,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,115,84.9,0,0,1,1,0,1,4,0,1,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,98,92.6,0,0,0,2,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,127,87.8,0,0,1,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,130,94.9,0,0,0,2,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,112,93.9,0,0,0,2,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,86,81.8,0,0,1,2,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,118,79.6,0,0,2,-1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSHM,F,123,89.1,0,0,1,0,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,117,84,0,0,1,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,107,92.2,0,0,0,0,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,95,90.5,0,0,0,1,1,1,5,0,1,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,102,78.7,0,0,2,0,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,103,90.2,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,95,77,0,0,2,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,119,82.8,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,128,88.5,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,149,90.8,0,0,0,0,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,93,87.3,0,0,1,0,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,116,92.5,0,0,0,0,1,1,5,0,1,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,114,88.9,0,0,1,0,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,101,96.2,0,0,0,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,104,85.8,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,129,88.1,0,0,1,1,0,0,5,0,1,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,117,93.7,0,0,0,0,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,109,85.4,0,0,1,0,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,M,112,91.8,0,0,0,0,0,0,5,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,104,96.2,0,0,0,0,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,130,95.1,0,0,0,1,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.033333333,0.5
BSHM,F,136,85.7,0,0,1,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.033333333,0.5
